PDB ,  Chain ,  Domains ,  Length ,  No. of buried residues ,  Pairwise intersection with k=1 ,  k=2 ,  k=3 ,  k=4
1tgr , A , 1 , 56 ,  7 ,  0 ,  4 ,  11 ,  17

2ob5 , A , 1 , 152 ,  49 ,  0 ,  22 ,  49 ,  71

1kmv , A , 1 , 187 ,  48 ,  0 ,  9 ,  23 ,  48

2j7a , C , 1 , 146 ,  19 ,  0 ,  0 ,  2 ,  3

3bsu , A , 1 , 48 ,  5 ,  0 ,  5 ,  13 ,  24

1kvd , A , 1 , 63 ,  14 ,  0 ,  5 ,  13 ,  19

1w53 , A , 1 , 87 ,  7 ,  0 ,  2 ,  9 ,  10

1d2v , C , 1 , 465 ,  218 ,  0 ,  0 ,  5 ,  10

2iay , A , 1 , 120 ,  23 ,  0 ,  4 ,  21 ,  34

1ryk , A , 1 , 69 ,  14 ,  0 ,  12 ,  28 ,  50

1o22 , A , 1 , 146 ,  18 ,  0 ,  2 ,  8 ,  34

1y9i , A , 1 , 158 ,  73 ,  0 ,  14 ,  44 ,  97

1fd3 , A , 1 , 41 ,  5 ,  0 ,  5 ,  15 ,  30

1pc6 , A , 1 , 141 ,  27 ,  0 ,  0 ,  5 ,  0

3s4m , A , 1 , 121 ,  28 ,  0 ,  11 ,  33 ,  64

1nkz , A , 1 , 52 ,  4 ,  0 ,  0 ,  1 ,  0

3fea , A , 1 , 83 ,  20 ,  0 ,  11 ,  31 ,  62

1twf , F , 1 , 84 ,  28 ,  0 ,  4 ,  24 ,  42

